"","SWBS","Item","Description","Noun 1","Noun 2","NRE","Vendor","PO","Line","Unit Price","Order Qty","Delivered Qty","Committed Qty","Commit Amnt","Delv.date","Acct /Proj /Dept","CLIN","Effort","ECP/REA"
"485","259","259-05-22009-S00","PIPE SADDLE ASSY,321 CRES, 7/8","SHOCK     ","ASSEMBLY          ","   ","105206","941099","2","225.14","2","0","2","450.28","09/01/2017","       /    /    ","            ","            ","CF 2276-S3"
"485","259","259-05-22009-S01","PIPE SADDLE ASSY,321 CRES, 7/8","SHOCK     ","ASSEMBLY          ","   ","105206","941099","3","225.14","2","0","2","450.28","09/01/2017","       /    /    ","            ","            ","CF 2491-S3"
"485","259","259-05-22033-S00","ANCHOR FDN ASSY, W/4"" IPS,    ","ASSEMBLY  ","FOUNDATION        ","   ","105206","941099","4","89.26","1","0","1","89.26","09/01/2017","       /    /    ","            ","            ","CF 2276-S3"
"485","259","259-05-22015-S00","ANCHOR FDN ASSY, W/3"" IPS,    ","ASSEMBLY  ","FOUNDATION        ","   ","105206","941099","5","92.61","1","0","1","92.61","09/01/2017","       /    /    ","            ","            ","CF 2276-S3"
"485","259","259-05-22015-S01","ANCHOR FDN ASSY, W/3"" IPS,    ","ASSEMBLY  ","FOUNDATION        ","   ","105206","941099","6","92.61","1","0","1","92.61","09/01/2017","       /    /    ","            ","            ","CF 2491-S3"
"485","259","259-05-22031-S01","ANCHOR FDN ASSY, W/3"" IPS     ","ASSEMBLY  ","FOUNDATION        ","   ","105206","941099","7","107.46","2","0","2","214.92","09/01/2017","       /    /    ","            ","            ","CF 2491-S3"
"485","259","259-05-22032-S00","HOT HANGER ASSEMBLY, 3X3X1/4"" ","ASSEMBLY  ","HANGER            ","   ","105206","941099","8","92.06","1","0","1","92.06","09/01/2017","       /    /    ","            ","            ","CF 2276-S3"
"485","259","259-05-22024-S00","CLAMP, PIPE, 13-1/4"" DIA, SST ","CLAMP     ","PIPE              ","   ","105206","941099","9","0","-1","0","-1","0","09/01/2017","       /    /    ","            ","            ",""
"485","259","259-05-22024","CLAMP, PIPE, 13-1/4"" DIA, SST ","CLAMP     ","PIPE              ","   ","105206","941099","10","0","1","0","1","0","09/01/2017","       /    /    ","            ","            ",""
"485","259","259-05-22009-S00","PIPE SADDLE ASSY,321 CRES, 7/8","SHOCK     ","ASSEMBLY          ","   ","105206","941099","11","0","-2","0","-2","0","09/01/2017","       /    /    ","            ","            ",""
"485","259","259-05-22009","PIPE SADDLE ASSY,321 CRES, 7/8","ASSEMBLY  ","PIPE              ","   ","105206","941099","12","0","2","0","2","0","09/01/2017","       /    /    ","            ","            ",""
"485","259","259-05-22009-S01","PIPE SADDLE ASSY,321 CRES, 7/8","SHOCK     ","ASSEMBLY          ","   ","105206","941099","13","0","-2","0","-2","0","09/01/2017","       /    /    ","            ","            ",""
"485","259","259-05-22009","PIPE SADDLE ASSY,321 CRES, 7/8","ASSEMBLY  ","PIPE              ","   ","105206","941099","14","0","2","0","2","0","09/01/2017","       /    /    ","            ","            ",""
"485","259","259-05-22033-S00","ANCHOR FDN ASSY, W/4"" IPS,    ","ASSEMBLY  ","FOUNDATION        ","   ","105206","941099","15","0","-1","0","-1","0","09/01/2017","       /    /    ","            ","            ",""
"485","259","259-05-22033","ANCHOR FDN ASSY, W/4"" IPS,    ","ASSEMBLY  ","FOUNDATION        ","   ","105206","941099","16","0","1","0","1","0","09/01/2017","       /    /    ","            ","            ",""
"485","259","259-05-22015-S00","ANCHOR FDN ASSY, W/3"" IPS,    ","ASSEMBLY  ","FOUNDATION        ","   ","105206","941099","17","0","-1","0","-1","0","09/01/2017","       /    /    ","            ","            ",""
"485","259","259-05-22015","ANCHOR FDN ASSY, W/3"" IPS,    ","ASSEMBLY  ","FOUNDATION        ","   ","105206","941099","18","0","1","0","1","0","09/01/2017","       /    /    ","            ","            ",""
"485","259","259-05-22015-S01","ANCHOR FDN ASSY, W/3"" IPS,    ","ASSEMBLY  ","FOUNDATION        ","   ","105206","941099","19","0","-1","0","-1","0","09/01/2017","       /    /    ","            ","            ",""
"485","259","259-05-22015","ANCHOR FDN ASSY, W/3"" IPS,    ","ASSEMBLY  ","FOUNDATION        ","   ","105206","941099","20","0","1","0","1","0","09/01/2017","       /    /    ","            ","            ",""
"485","259","259-05-22031-S01","ANCHOR FDN ASSY, W/3"" IPS     ","ASSEMBLY  ","FOUNDATION        ","   ","105206","941099","21","0","-2","0","-2","0","09/01/2017","       /    /    ","            ","            ",""
"485","259","259-05-22031","ANCHOR FDN ASSY, W/3"" IPS     ","ASSEMBLY  ","FOUNDATION        ","   ","105206","941099","22","0","2","0","2","0","09/01/2017","       /    /    ","            ","            ",""
"485","259","259-05-22032-S00","HOT HANGER ASSEMBLY, 3X3X1/4"" ","ASSEMBLY  ","HANGER            ","   ","105206","941099","23","0","-1","0","-1","0","09/01/2017","       /    /    ","            ","            ",""
"485","259","259-05-22032","HOT HANGER ASSEMBLY, 3X3X1/4"" ","ASSEMBLY  ","HANGER            ","   ","105206","941099","24","0","1","0","1","0","09/01/2017","       /    /    ","            ","            ",""
"485","259","259-05-00561","CLAMP, PIPE, 13-1/4"" DIA      ","CLAMP     ","PIPE              ","   ","100876","941118","2","300","2","0","2","600","09/08/2017","       /    /    ","            ","            ",""
"485","259","259-05-00562","MOUNT SUPPORT LUG, CRES 321,  ","LUG       ","                  ","   ","100876","941118","3","75","2","0","2","150","09/08/2017","       /    /    ","            ","            ",""
"485","259","259-05-00561-S00","CLAMP, PIPE, 13-1/4"" DIA, SST ","SHOCK     ","                  ","   ","100876","941119","9","300","2","0","2","600","09/08/2017","       /    /    ","            ","            ","CF 2276-S3"
"485","259","259-05-00562-S00","MOUNT SUPPORT LUG, CRES 321,  ","SHOCK     ","                  ","   ","100876","941119","16","75","2","0","2","150","09/08/2017","       /    /    ","            ","            ","CF 2276-S3"
"485","259","259-05-00561-S00","CLAMP, PIPE, 13-1/4"" DIA, SST ","SHOCK     ","                  ","   ","100876","941119","33","0","-2","0","-2","0","09/08/2017","       /    /    ","            ","            ",""
"485","259","259-05-00561","CLAMP, PIPE, 13-1/4"" DIA      ","CLAMP     ","PIPE              ","   ","100876","941119","34","0","2","0","2","0","09/08/2017","       /    /    ","            ","            ",""
"485","259","259-05-00562-S00","MOUNT SUPPORT LUG, CRES 321,  ","SHOCK     ","                  ","   ","100876","941119","47","0","-2","0","-2","0","09/08/2017","       /    /    ","            ","            ",""
"485","259","259-05-00562","MOUNT SUPPORT LUG, CRES 321,  ","LUG       ","                  ","   ","100876","941119","48","0","2","0","2","0","09/08/2017","       /    /    ","            ","            ",""
"485","262","262-01-2A-00","ORIFICE PLATE, 1/8"" 316L SSTL ","PLATE     ","ORIFICE           ","   ","105206","941001","9","37.79","1","1","1","37.79","06/12/2017","       /    /    ","            ","            ",""
"485","262","262-01-2B-00","ORIFICE PLATE, 1/8"" 316L SSTL ","PLATE     ","ORIFICE           ","   ","105206","941001","10","41.29","1","1","1","41.29","06/12/2017","       /    /    ","            ","            ",""
"485","262","262-01-1A-00","ORIFICE PLATE, 1/8"" 316L SSTL ","PLATE     ","ORIFICE           ","   ","105206","941003","18","37.79","1","1","1","37.79","06/26/2017","       /    /    ","            ","            ",""
"485","262","262-01-1B-00","ORIFICE PLATE, 1/8"" 316L SSTL ","PLATE     ","ORIFICE           ","   ","105206","941003","19","37.79","1","1","1","37.79","06/26/2017","       /    /    ","            ","            ",""
"485","262","262-01-00003","ORIFICE PLATE, 2"", SSTL 316L  ","PLATE     ","ORIFICE           ","   ","105206","941003","39","19.52","2","2","2","39.04","06/26/2017","       /    /    ","            ","            ",""
"485","262","262-01-2A-00","ORIFICE PLATE, 1/8"" 316L SSTL ","PLATE     ","ORIFICE           ","   ","1","941109","6","0","-1","-1","-1","0","12/31/2017","       /    /    ","            ","            ","CF 2506"
"485","262","262-01-2B-00","ORIFICE PLATE, 1/8"" 316L SSTL ","PLATE     ","ORIFICE           ","   ","1","941109","12","0","-1","-1","-1","0","12/31/2017","       /    /    ","            ","            ","CF 2506"
"485","262","262-01-2A-00","ORIFICE PLATE, 1/8"" 316L SSTL ","PLATE     ","ORIFICE           ","   ","105206","941110","2","29.45","1","0","1","29.45","08/31/2017","       /    /    ","            ","            ","CF 2506"
"485","262","262-01-2B-00","ORIFICE PLATE, 1/8"" 316L SSTL ","PLATE     ","ORIFICE           ","   ","105206","941110","4","29.45","1","0","1","29.45","08/31/2017","       /    /    ","            ","            ","CF 2506"
"485","302","302-05-00001","MOTOR CONTROLLER, MIL SPEC    ","MOTOR     ","CONTROLLER        ","   ","100627","950628","22","0","1","0","1","0","10/30/2017","       /    /    ","            ","            ",""
"485","302","302-05-00001-800","MOTOR CONTROLLER, 7.5 HP      ","CONTROLLER","MOTOR             ","   ","100627","950628","23","12396.82","2","0","2","24793.64","10/30/2017","       /    /    ","            ","            ","CF 2210-S3"
"485","302","302-05-00001-L26","CERTIFICATE, IDENTICALITY     ","CERTIFICAT","IDENTICALITY      ","   ","100627","950628","24","0","1","0","1","0","10/30/2017","       /    /    ","            ","            ",""
"485","304","304-01-00338","CABLE, 3/0, 1000 VOLT, PHASE  ","CABLE     ","                  ","   ","5884","930786","1","37.06","405","405","405","15009.3","08/25/2017","       /    /    ","            ","            ",""
"485","311","311-01-00001","SHIP SERVICE DIESEL GENERATOR ","GENERATOR ","DIESEL            ","   ","104669","960141","1","3370000","1","0.5","1","3370000","12/31/2018","       /    /    ","            ","            ",""
"485","311","311-01-00001-L20","SUPPORT, VENDOR               ","SUPPORT   ","VENDOR            ","   ","104669","960141","2","33250","1","0","1","33250","12/31/2018","       /    /    ","            ","            ",""
"485","311","311-01-00001-800","GENERATOR SET, SSDG           ","GENERATOR ","DIESEL            ","   ","104669","960141","3","0","4","0","4","0","12/31/2018","       /    /    ","            ","            ",""
"485","311","311-01-00001-801","PANEL, LOCAL OPERATOR (LOP)   ","CONTROL   ","LOCAL             ","   ","104669","960141","4","0","4","0","4","0","12/31/2018","       /    /    ","            ","            ",""
"485","311","311-01-00001-802","REGULATOR, VOLTAGE AUTOMATIC  ","REGULATOR ","AUTOMATIC         ","   ","104669","960141","5","0","3","0","3","0","12/31/2018","       /    /    ","            ","            ",""
"485","311","311-01-00001-804","JOINT, GAS FLEXIBLE           ","JOINT     ","GAS               ","   ","104669","960141","6","0","4","0","4","0","12/31/2018","       /    /    ","            ","            ",""
"485","311","311-01-00001-805","GASKET (FOR BELLOWS)          ","GASKET    ","EXHAUST           ","   ","104669","960141","7","0","2","0","2","0","12/31/2018","       /    /    ","            ","            ",""
"485","311","311-01-00001-807","FLANGE, EUROPEAN STANDARD     ","FLANGE    ","                  ","   ","104669","960141","8","0","4","0","4","0","12/31/2018","       /    /    ","            ","            ",""
"485","311","311-01-00001-808","WASHER                        ","WASHER    ","                  ","   ","104669","960141","9","0","64","0","64","0","12/31/2018","       /    /    ","            ","            ",""
"485","311","311-01-00001-809","SCREW, M16 X 55               ","SCREW     ","                  ","   ","104669","960141","10","0","32","0","32","0","12/31/2018","       /    /    ","            ","            ",""
"485","311","311-01-00001-810","NUT, M16                      ","NUT       ","                  ","   ","104669","960141","11","0","32","0","32","0","12/31/2018","       /    /    ","            ","            ",""
"485","311","311-01-00001-812","MOUNTING, DGS ELASTIC         ","MOUNTING  ","PLASTIC           ","   ","104669","960141","12","0","48","0","48","0","12/31/2018","       /    /    ","            ","            ",""
"485","311","311-01-00001-813","MUFFLER, EXHAUST SILENCER     ","EXHAUST   ","                  ","   ","104669","960141","13","0","3","0","3","0","12/31/2018","       /    /    ","            ","            ",""
"485","311","311-01-00001-822","FLANGE, SEA WATER INLET/OUTLET","FLANGE    ","INLET/OUTLET      ","   ","104669","960141","14","0","8","0","8","0","12/31/2018","       /    /    ","            ","            ",""
"485","311","311-01-00001-824","WASHER, EL, 16 X 3.2 UNI 88.36","WASHER    ","LARGE             ","   ","104669","960141","15","0","32","0","32","0","12/31/2018","       /    /    ","            ","            ",""
"485","311","311-01-00001-825","WASHER, SPR, 8 X 1.4 UNI 88.36","WASHER    ","SPRING            ","   ","104669","960141","16","0","16","0","16","0","12/31/2018","       /    /    ","            ","            ",""
"485","311","311-01-00001-826","SCREW, SMALL, M8 X 25 UNI 5739","SCREW     ","SMALL             ","   ","104669","960141","17","0","30","0","30","0","12/31/2018","       /    /    ","            ","            ",""
"485","311","311-01-00001-827","SPACER FOR RESILIENT MOUNT    ","SPACER    ","MOUNT             ","   ","104669","960141","18","0","48","0","48","0","12/31/2018","       /    /    ","            ","            ",""
"485","311","311-01-00001-828","SNUBBER FOR RESILIENT MOUNT   ","SNUBBER   ","MOUNT             ","   ","104669","960141","19","0","48","0","48","0","12/31/2018","       /    /    ","            ","            ",""
"485","311","311-01-00001-829","NUT, M16, D0111411A           ","NUT       ","                  ","   ","104669","960141","20","0","1","0","1","0","12/31/2018","       /    /    ","            ","            ",""
"485","311","311-01-00001-830","RESILIENT SUBBASE, D0201215A  ","SUB-BASE  ","RESILIENT         ","   ","104669","960141","21","0","1","0","1","0","12/31/2018","       /    /    ","            ","            ",""
"485","311","311-01-00001-831","PREHEATER/PRELUBE, 00C52300A  ","PREHEATER ","                  ","   ","104669","960141","22","0","1","0","1","0","12/31/2018","       /    /    ","            ","            ",""
"485","311","311-01-00001-832","KIT CONNECTTORI, 00G22100M91  ","KIT       ","CONNECTOR         ","   ","104669","960141","23","0","1","0","1","0","12/31/2018","       /    /    ","            ","            ",""
