"Ldger Acct","Document","Line","Item","Description","Order","Pos.","Cust/Supp","Quantity","Unit","Amount","Date","Integr Amounts","CLIN","Effort"
"4110","PUR   37551","12","    110-00-00003","SURCHARGE FOR HSLA-80 AND HY- ","540282","56","ARCELORMITTA","69.45"," LO ","                ","11/11/2016","69.45","            ",""
"4110","PUR   37551","12","    110-00-00003","SURCHARGE FOR HSLA-80 AND HY- ","540282","56","ARCELORMITTA","250.03"," LO ","                ","11/11/2016","250.03","            ",""
"4110","PUR   37551","12","    110-00-00003","SURCHARGE FOR HSLA-80 AND HY- ","540282","56","ARCELORMITTA","41.67"," LO ","                ","11/11/2016","41.67","            ",""
"4110","PUR   37551","16","    110-00-00001","SERVICES FOR ABS TO CERTIFY   ","765866","1","ABS AMERICAS","1,091.00"," EA ","3,736.00","11/11/2016","1,091.00","            ",""
"4110","PUR   37551","16","    110-00-00001","SERVICES FOR ABS TO CERTIFY   ","765866","2","ABS AMERICAS","1,097.00"," EA ","                ","11/11/2016","1,097.00","            ",""
"4110","PUR   37551","16","    110-00-00001","SERVICES FOR ABS TO CERTIFY   ","765866","2","ABS AMERICAS","774"," EA ","                ","11/11/2016","774","            ",""
"4110","PUR   37551","16","    110-00-00001","SERVICES FOR ABS TO CERTIFY   ","765866","2","ABS AMERICAS","774"," EA ","                ","11/11/2016","774","            ",""
"4110","PUR   37551","18","    110-00-00001","SERVICES FOR ABS TO CERTIFY   ","765866","2","ABS AMERICAS","774"," EA ","-774","11/11/2016","-774","            ",""
"4110","PUR   37553","15","    110-00-00003","SURCHARGE FOR HSLA-80 AND HY- ","540282","56","ARCELORMITTA","133.35"," LO ","272.26","11/11/2016","133.35","            ",""
"4110","PUR   37553","15","    110-00-00003","SURCHARGE FOR HSLA-80 AND HY- ","540282","56","ARCELORMITTA","138.91"," LO ","                ","11/11/2016","138.91","            ",""
"4110","PUR   37569","46","    11-14M160T40","PLATE, 16MM(25.73#) X 96"" X 40","540282","38","ARCELORMITTA","2"," EA ","69,586.02","11/18/2016","27,231.46","            ",""
"4110","PUR   37569","46","    11-14M250T40","PLATE, 25MM(40.2#) X 96"" X 40'","540282","40","ARCELORMITTA","2"," EA ","                ","11/18/2016","42,354.56","            ",""
"4110","PUR   37575","16","    11-14M050T40","PLATE, 5MM (8.04#) X 96"" X 40'","540282","22","ARCELORMITTA","4"," EA ","76,097.65","11/18/2016","17,741.64","            ",""
"4110","PUR   37575","16","    11-14M050T40","PLATE, 5MM (8.04#) X 96"" X 40'","540282","59","ARCELORMITTA","1"," EA ","                ","11/18/2016","4,461.13","            ",""
"4110","PUR   37575","16","    11-14M060T40","PLATE, 6MM(9.65#) X 96"" X 40',","540282","24","ARCELORMITTA","1"," EA ","                ","11/18/2016","5,315.81","            ",""
"4110","PUR   37575","16","    11-14M090T40","PLATE, 9MM (14.47#) X 96"" X 40","540282","30","ARCELORMITTA","1"," EA ","                ","11/18/2016","7,579.31","            ",""
"4110","PUR   37575","16","    11-14M110T40","PLATE, 11MM (17.69#) X 96"" X 4","540282","33","ARCELORMITTA","1"," EA ","                ","11/18/2016","8,864.82","            ",""
"4110","PUR   37575","16","    11-14M100T40","PLATE, 10MM (16.08#) X 96"" X 4","540282","32","ARCELORMITTA","2"," EA ","                ","11/18/2016","16,119.28","            ",""
"4110","PUR   37575","16","    11-14M125T40","PLATE, 12.5MM(20.1#) X 96"" X 4","540282","35","ARCELORMITTA","1"," EA ","                ","11/18/2016","10,074.16","            ",""
"4110","PUR   37575","16","    11-14M070T40","PLATE, 7MM(11.26#) X 96"" X 40'","540282","60","ARCELORMITTA","1"," EA ","                ","11/18/2016","5,941.50","            ",""
"4110","PUR   37608","65","    11-14M560T26","PLATE, 56MM X 96"" X 26', STEEL","540282","42","ARCELORMITTA","2"," EA ","68,525.76","11/30/2016","68,525.76","            ",""
"4110","API  341202","4","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","29.13","11/01/2016","29.13","            ",""
"4110","API  341203","4","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","25.16","11/01/2016","25.16","            ",""
"4110","API  341204","5","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","43.17","11/01/2016","43.17","            ",""
"4110","API  341205","4","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","18.32","11/01/2016","18.32","            ",""
"4110","API  341206","4","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","23.58","11/01/2016","23.58","            ",""
"4110","API  341207","4","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","21.34","11/01/2016","21.34","            ",""
"4110","API  341208","4","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","22.6","11/01/2016","22.6","            ",""
"4110","API  341209","4","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","18.83","11/01/2016","18.83","            ",""
"4110","API  341210","4","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","67.16","11/01/2016","67.16","            ",""
"4110","API  341236","5","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","29.39","11/01/2016","29.39","            ",""
"4110","API  341523","4","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","31.03","11/08/2016","31.03","            ",""
"4110","API  341565","4","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","15.11","11/08/2016","15.11","            ",""
"4110","API  341566","4","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","22.86","11/08/2016","22.86","            ",""
"4110","API  341567","4","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","30.48","11/08/2016","30.48","            ",""
"4110","API  341568","4","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","19.24","11/08/2016","19.24","            ",""
"4110","API  341569","4","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","17.89","11/08/2016","17.89","            ",""
"4110","API  341570","4","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","16.12","11/08/2016","16.12","            ",""
"4110","API  341571","4","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","23.67","11/08/2016","23.67","            ",""
"4110","API  341572","4","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","27.85","11/08/2016","27.85","            ",""
"4110","API  341666","4","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","126.88","11/09/2016","126.88","            ",""
"4110","API  341667","4","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","70.49","11/09/2016","70.49","            ",""
"4110","API  341668","4","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","45.41","11/09/2016","45.41","            ",""
"4110","API  341669","5","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","79.44","11/09/2016","79.44","            ",""
"4110","API  341673","4","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","29.55","11/09/2016","29.55","            ",""
"4110","API  341802","4","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","20.35","11/15/2016","20.35","            ",""
"4110","API  341803","4","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","30.31","11/15/2016","30.31","            ",""
"4110","API  341804","4","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","26.06","11/15/2016","26.06","            ",""
"4110","API  341805","4","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","13.35","11/15/2016","13.35","            ",""
"4110","API  341806","4","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","24.73","11/15/2016","24.73","            ",""
"4110","API  341807","4","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","17.99","11/15/2016","17.99","            ",""
"4110","API  341808","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","40.65","11/15/2016","40.65","            ",""
"4110","API  341809","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","9.61","11/15/2016","9.61","            ",""
"4110","API  341810","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","21.15","11/15/2016","21.15","            ",""
"4110","API  341975","4","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","34.4","11/21/2016","34.4","            ",""
"4110","API  342021","3","                ","                              ","540282","    ","ARCELORMITTA","            "," EA ","7.5","11/22/2016","7.5","            ",""
